	mock_6h_1	mock_6h_2	mock_6h_3	D36E_6h_1	D36E_6h_2	D36E_6h_3
AT1G29040	184	390	366	432	462	293
AT1G29041	0	0	0	1	0	0
AT1G29050	114	131	215	94	121	92
AT1G29060	92	176	167	419	424	310
AT1G29070	1767	3807	3734	427	678	468
AT1G29071	0	0	0	0	0	0
AT1G29080	0	0	0	0	0	0
AT1G29090	13	37	22	27	20	31
AT1G29100	2	0	0	0	0	0
AT1G29110	0	0	0	0	0	0
AT1G29120	520	939	839	846	643	603
AT1G29140	0	0	0	0	0	0
AT1G29150	1089	2055	2046	5494	5426	4143
AT1G29160	35	69	51	51	49	38
AT1G29170	109	170	235	56	49	40
AT1G29179	0	0	0	0	0	0
AT1G29180	0	0	0	0	0	0
AT1G29195	1	4	10	10	16	8
AT1G29200	2	8	4	2	3	2
AT1G29210	0	0	0	0	0	0
AT1G29220	171	333	294	458	415	270
AT1G29230	1	10	5	4	14	9
AT1G29240	176	548	560	152	169	109
AT1G29250	231	625	560	827	681	548
AT1G29260	289	466	450	584	540	374
AT1G29265	0	0	0	0	0	0
AT1G29270	0	0	0	1	0	0
AT1G29280	29	29	28	11	6	19
AT1G29290	1	2	4	151	173	164
AT1G29300	33	34	51	100	68	64
AT1G29310	262	697	857	2445	2168	1673
AT1G29320	179	399	427	580	394	339
AT1G29330	15	48	42	158	165	114
AT1G29340	917	1383	1588	3359	2836	2774
AT1G29350	364	598	584	879	740	672
AT1G29355	0	1	1	2	0	0
AT1G29357	171	317	238	424	301	280
AT1G29370	374	701	778	1064	830	755
AT1G29380	13	58	20	36	20	12
AT1G29390	614	1256	1258	199	267	200
AT1G29395	5953	8017	9671	341	1072	572
AT1G29400	1829	3079	2951	2783	2660	2172
AT1G29410	69	113	101	30	38	29
AT1G29418	15	45	41	35	40	20
AT1G29420	5	3	6	1	5	5
AT1G29430	75	120	96	11	6	10
AT1G29435	0	3	0	0	0	0
AT1G29440	87	112	102	9	16	6
AT1G29450	67	95	96	4	13	6
AT1G29460	71	86	81	3	10	10
AT1G29465	33	43	37	16	10	11
AT1G29470	2816	4799	6314	2746	2402	2048
AT1G29480	0	0	0	0	0	0
AT1G29490	2	4	2	0	0	0
AT1G29500	95	129	137	2	8	7
AT1G29510	61	67	94	3	8	9
AT1G29520	86	119	67	122	77	69
AT1G29530	278	508	527	42	37	24
AT1G29535	1	1	5	0	0	0
AT1G29540	1	0	1	0	0	0
AT1G29550	89	155	169	99	94	58
AT1G29560	66	76	38	40	27	34
AT1G29570	0	0	0	0	0	0
AT1G29580	0	0	0	0	0	0
AT1G29590	22	61	69	37	19	14
AT1G29600	61	167	142	10	20	25
AT1G29620	0	0	0	0	0	0
AT1G29630	18	35	40	125	85	73
AT1G29640	4	8	13	21	9	16
AT1G29660	1387	2818	4634	138	231	140
AT1G29670	4605	6767	13028	1243	1483	1794
AT1G29680	0	0	0	0	0	3
AT1G29690	209	309	310	4716	3755	3726
AT1G29700	660	988	911	132	170	129
AT1G29710	60	84	88	87	77	75
AT1G29720	570	1687	1700	197	273	231
AT1G29730	56	100	94	99	129	92
AT1G29740	0	5	2	3	1	3
AT1G29750	255	405	438	1985	1675	1535
AT1G29760	132	182	196	371	281	276
AT1G29770	0	0	0	2	5	1
AT1G29775	4	6	4	1	2	0
AT1G29780	0	0	0	0	0	0
AT1G29785	66	117	142	96	113	66
AT1G29790	202	404	578	129	144	134
AT1G29800	174	300	276	350	289	209
AT1G29810	75	165	167	146	146	93
AT1G29820	124	198	176	260	159	135
AT1G29830	1	0	0	0	0	0
AT1G29840	53	105	100	29	36	26
AT1G29850	743	1321	1274	2304	1942	1476
AT1G29860	0	1	2	38	79	61
AT1G29870	0	0	0	0	0	1
AT1G29880	1540	3430	3325	3077	2814	2280
AT1G29890	318	508	663	638	580	467
AT1G29900	1680	3921	4298	1421	1480	1172
AT1G29910	79877	64997	91108	7683	18147	12558
AT1G29920	39614	20138	22193	7730	16238	9775
AT1G29930	324593	338768	416251	66130	126972	94119
AT1G29940	337	807	735	1207	968	865
AT1G29950	476	878	813	616	527	439
AT1G29960	36	76	41	41	31	21
AT1G29962	0	0	0	3	0	0
AT1G29965	1	1	1	1	1	0
AT1G29970	179	320	305	1058	1065	721
AT1G29980	80	203	230	25	15	11
AT1G29990	212	444	393	483	425	339
AT1G30000	424	797	711	2295	1845	1661
AT1G30010	93	203	197	82	53	77
AT1G30020	0	0	0	0	0	0
AT1G30040	56	95	69	265	210	130
AT1G30050	0	0	0	2	4	1
AT1G30060	0	0	0	0	0	0
AT1G30070	55	157	122	358	381	195
AT1G30080	0	0	0	0	0	0
AT1G30090	294	542	484	574	559	334
AT1G30100	3	19	26	68	98	77
AT1G30110	24	42	17	474	376	321
AT1G30120	1085	1797	2383	1380	1458	1112
AT1G30130	207	359	414	129	142	149
AT1G30135	2	2	2	0	1	3
AT1G30140	0	0	0	0	0	0
AT1G30160	19	41	18	17	25	23
AT1G30170	0	0	0	0	0	0
AT1G30190	18	28	11	21	22	5
AT1G30200	609	673	767	753	675	560
AT1G30210	567	1024	819	603	432	480
AT1G30220	1	3	2	14	7	3
AT1G30230	1771	3723	3318	4216	3836	2877
AT1G30240	121	272	270	347	240	243
AT1G30250	694	1676	1692	152	319	229
AT1G30260	233	555	520	63	126	92
AT1G30270	335	544	498	2974	2385	1861
AT1G30280	200	330	249	25	30	24
AT1G30282	35	42	27	4	10	4
AT1G30290	106	192	209	171	127	150
AT1G30300	58	139	123	435	305	268
AT1G30320	279	477	564	2886	2915	2377
AT1G30330	633	924	756	618	435	400
AT1G30350	0	0	0	0	0	0
AT1G30360	8880	13211	15122	5996	4966	4683
AT1G30370	7	3	3	232	169	160
AT1G30380	24592	36076	38300	7931	11727	8809
AT1G30400	1824	3328	3127	3128	2416	1943
AT1G30410	639	1233	1059	1870	1469	1231
AT1G30420	164	320	324	1182	866	725
AT1G30430	0	0	0	0	0	0
AT1G30440	455	793	828	238	217	190
AT1G30450	284	614	641	1712	1422	1266
AT1G30455	0	0	0	0	0	0
AT1G30460	191	501	503	629	572	493
AT1G30470	648	1122	1250	1576	1426	1147
AT1G30473	0	0	0	0	0	0
AT1G30475	27	51	46	142	118	81
AT1G30480	192	279	323	484	415	333
AT1G30490	222	410	358	304	248	217
AT1G30500	64	174	144	76	82	37
AT1G30510	90	197	208	135	115	97
AT1G30515	2	0	1	0	0	0
AT1G30520	203	522	394	28	25	19
AT1G30530	193	464	688	68	66	90
AT1G30540	211	438	326	698	635	439
AT1G30545	42	96	79	61	57	41
AT1G30550	0	0	0	0	0	0
AT1G30560	0	0	0	0	0	0
AT1G30570	157	276	325	78	78	76
AT1G30580	1551	3102	2732	3806	3222	2618
AT1G30590	390	855	671	643	513	347
AT1G30600	29	82	71	33	33	31
AT1G30610	470	917	929	313	333	284
AT1G30620	96	147	149	4313	3457	2932
AT1G30630	733	1606	1378	3871	3338	2495
AT1G30640	215	319	312	1588	1191	1027
AT1G30650	0	0	0	0	1	1
AT1G30660	0	0	2	6	3	1
AT1G30670	0	0	0	0	0	0
AT1G30680	383	1072	926	552	500	469
AT1G30690	432	570	893	898	760	671
AT1G30700	13	7	12	18442	17758	18114
AT1G30710	0	0	0	0	0	0
AT1G30720	55	31	53	5891	5571	5230
AT1G30730	18	9	18	2153	1933	1806
AT1G30740	0	0	1	10	4	9
AT1G30750	0	0	0	0	0	0
AT1G30755	242	335	363	5843	4880	4257
AT1G30757	33	44	44	268	240	219
AT1G30760	0	6	1	0	6	0
AT1G30780	0	0	0	64	109	88
AT1G30790	0	0	0	0	0	0
AT1G30795	0	0	0	0	0	0
AT1G30800	0	0	0	0	1	0
AT1G30810	412	705	755	764	635	562
AT1G30814	0	1	0	11	3	1
AT1G30820	308	310	367	243	221	137
AT1G30825	83	136	160	289	203	214
AT1G30830	0	0	0	0	0	0
AT1G30840	26	45	42	19	4	2
AT1G30845	8	40	45	56	38	32
AT1G30850	2	6	1	717	783	247
AT1G30860	83	126	132	160	200	166
AT1G30870	0	0	0	0	0	0
AT1G30880	509	730	801	1240	1147	761
AT1G30890	154	216	226	714	618	506
AT1G30900	499	1355	1280	8637	7777	6309
AT1G30910	354	735	650	207	233	140
AT1G30920	0	0	1	0	0	0
AT1G30925	0	0	0	0	0	0
AT1G30930	0	0	0	0	0	0
AT1G30950	0	0	0	0	0	0
AT1G30960	47	133	110	217	135	125
AT1G30970	284	574	499	628	537	397
AT1G30972	0	0	0	0	0	0
AT1G30974	0	0	0	0	0	0
AT1G30990	0	0	0	0	0	2
AT1G31000	0	0	0	1	0	0
AT1G31010	79	138	96	373	311	220
AT1G31020	69	105	85	155	160	113
AT1G31040	0	2	0	0	0	0
AT1G31050	0	6	1	5	1	0
AT1G31070	156	302	377	195	148	120
AT1G31080	0	0	0	0	0	0
AT1G31090	0	0	0	0	0	0
AT1G31095	0	0	0	0	0	0
AT1G31110	0	0	0	0	0	0
AT1G31120	90	153	196	338	307	293
AT1G31130	439	921	794	5457	4250	3272
AT1G31140	0	0	0	0	0	0
AT1G31150	101	174	215	28	22	15
AT1G31160	243	410	425	120	159	139
AT1G31163	0	0	0	0	0	0
AT1G31170	322	660	525	573	443	373
AT1G31173	103	53	26	5	4	6
AT1G31175	88	136	116	166	147	101
AT1G31180	558	1314	1329	757	739	568
AT1G31190	651	1223	1222	200	263	234
AT1G31200	34	45	46	26	40	32
AT1G31220	185	447	442	690	614	540
AT1G31230	992	2292	2415	229	249	196
AT1G31240	10	15	13	4	3	5
AT1G31243	0	3	5	2	0	0
AT1G31250	0	0	0	2	0	0
AT1G31255	0	0	0	0	0	0
AT1G31258	23	77	67	47	44	48
AT1G31260	0	0	0	0	0	0
AT1G31270	0	0	0	0	0	0
AT1G31280	314	721	699	1467	1548	1114
AT1G31290	4	8	5	20	15	10
AT1G31300	265	478	426	632	499	367
AT1G31310	0	0	0	0	0	0
AT1G31320	7	11	11	10	12	9
AT1G31330	60147	86013	85662	20235	28928	21593
AT1G31335	7	10	18	15	24	12
AT1G31340	769	1421	1184	2408	2140	1878
AT1G31350	141	359	423	518	503	429
AT1G31358	0	0	0	0	0	0
AT1G31360	92	203	181	98	86	62
AT1G31370	0	0	0	0	0	0
AT1G31380	0	0	0	0	0	0
AT1G31390	0	0	0	0	0	0
AT1G31400	1	0	0	0	0	0
AT1G31410	317	522	504	84	135	96
AT1G31420	1584	2790	2930	643	626	578
AT1G31430	33	54	53	26	17	8
AT1G31440	400	753	758	926	786	684
AT1G31450	1	0	0	0	0	0
AT1G31460	21	81	53	55	44	58
AT1G31470	19	46	49	78	53	67
AT1G31480	140	238	207	216	181	156
AT1G31485	5	19	6	13	10	1
AT1G31490	2	2	4	0	1	0
AT1G31500	238	579	496	511	462	413
AT1G31510	0	0	0	0	0	0
AT1G31520	0	0	0	0	0	0
AT1G31530	0	0	0	0	0	0
AT1G31540	880	1676	1758	2913	2208	2281
AT1G31550	258	675	687	200	217	161
AT1G31555	0	0	0	0	0	0
AT1G31580	15782	51018	41489	8660	12141	7769
AT1G31600	224	520	429	570	454	325
AT1G31620	0	0	0	0	0	0
AT1G31630	0	0	0	0	0	0
AT1G31640	0	0	0	0	0	0
AT1G31650	354	780	682	355	365	263
AT1G31660	216	695	704	1029	824	627
AT1G31670	0	0	0	0	0	0
AT1G31690	268	735	990	57	79	52
AT1G31710	26	34	49	22	14	20
AT1G31720	3	6	3	7	4	5
AT1G31730	855	1765	1891	2355	1915	1782
AT1G31740	0	0	0	0	0	0
AT1G31750	5	11	13	5	12	6
AT1G31760	3	17	18	14	8	6
AT1G31770	79	117	131	136	79	61
AT1G31772	0	0	0	0	0	0
AT1G31780	422	734	771	1641	1275	1203
AT1G31790	23	81	65	10	24	18
AT1G31800	1230	3427	3102	136	191	207
AT1G31810	373	734	737	651	573	533
AT1G31812	2046	3683	2766	2357	1836	1358
AT1G31814	52	105	77	108	85	111
AT1G31817	196	474	437	526	399	350
AT1G31820	114	191	157	48	36	29
AT1G31830	194	292	388	366	226	243
AT1G31835	5	28	28	16	12	23
AT1G31840	16	44	47	5	24	13
AT1G31850	1001	1858	2355	584	558	509
AT1G31860	93	311	276	269	233	172
AT1G31870	307	534	488	960	810	711
AT1G31880	5	21	13	22	7	12
AT1G31885	0	1	0	177	168	140
AT1G31910	1594	3753	3535	5356	4588	3835
AT1G31920	245	394	351	28	40	34
AT1G31930	334	435	459	1733	1234	1433
AT1G31935	4	2	6	4	0	1
AT1G31940	235	466	377	568	460	447
AT1G31950	0	0	0	0	0	0
AT1G31960	0	0	0	0	0	2
AT1G31970	539	1783	1497	1669	1289	1100
AT1G31990	0	0	1	0	0	0
AT1G32000	0	0	0	0	0	0
AT1G32010	0	0	0	0	0	0
AT1G32020	0	0	0	0	0	0
AT1G32030	0	1	0	0	0	0
AT1G32050	1021	1897	1846	1824	1329	1121
AT1G32060	17331	37236	38680	1294	2923	2357
AT1G32070	822	1790	1543	492	500	380
AT1G32080	2513	6140	6335	462	811	680
AT1G32090	329	433	475	70	52	55
AT1G32100	37	91	51	38	53	43
AT1G32120	8	14	20	7	8	5
AT1G32127	24	50	84	379	303	204
AT1G32130	1161	1869	1792	3631	2960	2670
AT1G32140	0	0	0	0	0	0
AT1G32150	121	254	211	201	168	128
AT1G32160	1083	1686	1536	803	842	695
AT1G32170	61	67	36	567	360	397
AT1G32172	0	1	0	2	1	0
AT1G32180	0	0	0	1	0	0
AT1G32190	68	67	94	25	28	17
AT1G32200	828	1345	1493	120	162	123
AT1G32210	292	648	591	1103	999	650
AT1G32220	1066	1603	1788	437	530	468
AT1G32225	0	0	0	0	0	0
AT1G32230	3008	5127	5552	13902	13287	10027
AT1G32240	53	81	78	23	21	31
AT1G32250	0	0	0	0	0	0
AT1G32260	89	206	121	183	145	144
AT1G32270	3	2	5	1	2	1
AT1G32280	0	0	0	0	0	0
AT1G32300	3	0	0	2	1	0
AT1G32310	60	125	127	168	164	99
AT1G32320	0	0	0	0	0	0
AT1G32330	106	340	278	389	296	288
AT1G32337	0	0	0	0	0	0
AT1G32340	211	390	431	745	603	503
AT1G32350	0	0	2	168	136	93
AT1G32360	413	589	648	702	472	450
AT1G32361	0	0	0	0	0	0
AT1G32370	54	157	125	155	159	125
AT1G32375	1	0	0	4	1	0
AT1G32380	77	278	246	440	358	277
AT1G32385	3	4	5	1	1	2
AT1G32400	863	1453	1457	1566	1276	1193
AT1G32410	188	342	386	292	221	214
AT1G32415	48	108	110	26	15	16
AT1G32420	0	0	0	0	0	0
AT1G32430	0	0	0	0	0	0
AT1G32440	404	926	1027	540	477	417
AT1G32450	71	198	182	70	108	81
AT1G32460	310	406	424	1258	1202	908
AT1G32470	3369	8718	8143	470	770	511
AT1G32480	0	0	0	0	0	0
AT1G32490	504	909	852	1198	973	862
AT1G32500	1269	2442	2300	788	888	723
AT1G32510	0	0	0	0	0	0
AT1G32520	154	341	300	81	64	45
AT1G32530	463	700	700	844	766	643
AT1G32540	629	788	521	495	416	447
AT1G32550	477	928	810	137	166	135
AT1G32560	2	0	0	0	1	0
AT1G32570	0	1	0	0	0	0
AT1G32575	0	0	2	0	0	0
AT1G32580	380	990	888	615	569	436
AT1G32582	0	0	0	1	0	0
AT1G32583	7	28	19	4	7	1
AT1G32585	0	0	0	0	0	0
AT1G32600	0	0	0	0	0	0
AT1G32610	32	48	46	43	24	36
AT1G32620	0	0	0	0	0	0
AT1G32630	47	95	115	153	80	81
AT1G32640	512	1210	1624	757	546	559
AT1G32650	0	0	0	0	0	0
AT1G32660	0	0	0	0	0	0
AT1G32690	5	8	7	63	52	52
AT1G32700	429	748	657	1879	1439	1264
AT1G32710	0	0	0	0	0	0
AT1G32713	0	0	0	0	0	0
AT1G32720	0	0	0	0	0	0
AT1G32730	41	96	70	86	95	66
AT1G32740	19	21	22	15	19	14
AT1G32750	745	1242	1324	1821	1525	1313
AT1G32760	13	23	25	7	7	9
AT1G32763	0	0	0	0	0	0
AT1G32770	0	0	0	0	0	0
AT1G32780	17	20	12	6	5	10
AT1G32790	1233	1982	1891	4801	4261	3505
AT1G32810	403	689	796	848	804	738
AT1G32850	0	1	0	1	2	0
AT1G32860	209	185	252	1000	657	586
AT1G32870	144	211	201	1356	974	706
AT1G32880	0	0	0	0	0	0
AT1G32900	33	21	26	18	25	20
AT1G32910	3	0	0	5	1	2
AT1G32920	54	99	64	688	533	561
AT1G32928	11	14	4	112	73	78
AT1G32930	8	13	7	22	17	11
AT1G32940	139	235	259	4937	4915	3440
AT1G32950	7	3	10	132	104	117
AT1G32960	23	4	15	3669	2138	1963
AT1G32970	0	0	0	0	0	0
AT1G32975	0	0	0	0	0	0
AT1G32980	0	0	0	0	0	0
AT1G32990	1873	4043	3697	400	558	411
AT1G32992	0	0	0	0	0	0
AT1G33010	0	0	0	0	0	0
AT1G33020	0	0	0	0	0	0
AT1G33030	5	2	1	202	211	143
AT1G33040	555	1021	1121	184	162	149
AT1G33050	528	824	598	1877	1519	1299
AT1G33055	0	1	0	0	0	1
AT1G33060	107	222	157	92	72	39
AT1G33070	0	0	0	0	0	0
AT1G33080	90	175	115	111	95	50
AT1G33090	0	0	0	0	0	0
AT1G33100	0	0	0	0	0	0
AT1G33102	2	10	8	3	4	3
AT1G33110	153	234	254	552	449	448
AT1G33120	687	1697	1565	2203	1895	1565
AT1G33140	1203	2724	2435	3065	2725	2178
AT1G33170	331	429	528	30	26	16
AT1G33220	0	0	0	0	0	0
AT1G33230	355	546	512	594	482	342
AT1G33240	1117	1394	1202	278	303	317
AT1G33250	202	357	278	609	557	427
AT1G33260	77	88	129	85	77	74
AT1G33265	90	201	200	42	21	18
AT1G33270	276	514	439	569	436	409
AT1G33280	0	0	0	0	0	0
AT1G33290	440	853	744	240	234	180
AT1G33320	0	0	0	0	0	0
AT1G33330	150	322	288	113	132	136
AT1G33340	94	183	140	120	105	65
AT1G33350	11	57	51	10	6	6
AT1G33355	0	0	0	0	0	0
AT1G33360	127	270	229	413	339	297
AT1G33370	0	0	0	0	0	0
AT1G33390	216	528	545	2327	1794	1782
AT1G33400	154	283	243	110	111	105
AT1G33410	348	878	825	803	566	518
AT1G33415	84	261	176	279	218	211
AT1G33420	89	154	166	239	260	187
AT1G33430	0	0	0	0	0	0
AT1G33440	53	105	47	82	25	21
AT1G33470	308	693	641	408	284	260
AT1G33475	10	29	26	41	30	15
AT1G33480	37	85	106	35	20	26
AT1G33490	210	438	338	216	181	168
AT1G33500	0	0	0	1	1	0
AT1G33520	355	531	614	754	686	535
AT1G33530	0	0	0	0	0	0
AT1G33540	0	0	0	15	31	12
AT1G33560	235	545	399	874	935	628
AT1G33590	1304	1681	2097	2814	2964	2479
AT1G33600	970	1371	1649	3803	3161	2993
AT1G33607	0	0	0	0	0	0
AT1G33610	226	294	443	715	730	682
AT1G33612	6	5	8	54	45	50
AT1G33615	6	18	14	46	31	29
AT1G33640	0	0	0	0	0	0
AT1G33670	0	0	0	0	0	0
AT1G33680	573	1077	1058	1085	911	781
AT1G33700	31	80	45	67	58	37
AT1G33710	0	0	0	0	0	0
AT1G33720	392	650	436	1136	1121	623
AT1G33730	19	23	16	47	44	16
AT1G33750	0	0	0	0	0	0
AT1G33760	1	0	0	7	2	7
AT1G33770	31	20	23	55	63	45
AT1G33780	383	734	721	198	190	175
AT1G33790	8	29	18	59	29	24
AT1G33800	15	30	24	118	122	86
AT1G33810	749	1508	1471	237	238	226
AT1G33811	90	139	178	46	56	63
AT1G33820	0	0	0	0	0	0
AT1G33830	0	0	0	0	0	0
AT1G33840	1	16	4	15	10	15
AT1G33850	0	0	0	0	0	0
AT1G33860	0	0	0	0	0	0
AT1G33870	0	0	0	0	0	0
AT1G33880	0	0	0	0	0	0
AT1G33890	0	0	0	0	0	0
AT1G33900	0	0	0	3	5	3
AT1G33910	0	0	0	4	7	3
AT1G33920	0	0	0	0	0	0
AT1G33930	7	6	6	3	3	0
AT1G33940	1	0	0	2	0	0
AT1G33945	0	0	0	0	0	0
AT1G33950	7	13	5	205	295	85
AT1G33960	1069	1212	1167	15247	18278	6532
AT1G33970	1341	1946	1713	2417	2002	1589
AT1G33980	513	791	759	1667	1322	1040
AT1G33990	1290	2004	2028	3292	2923	2495
AT1G34000	1364	2481	2103	468	652	467
AT1G34010	113	146	160	24	15	9
AT1G34015	0	0	0	0	0	0
AT1G34020	191	336	352	395	344	224
AT1G34030	601	1596	1633	1793	1675	1168
AT1G34040	4	6	6	1	6	0
AT1G34042	0	0	0	0	0	0
AT1G34046	0	0	0	0	0	0
AT1G34047	0	0	0	0	0	0
AT1G34049	0	0	0	0	0	0
AT1G34050	0	0	0	0	0	0
AT1G34060	14	2	3	0	4	3
AT1G34065	27	75	82	6	9	1
AT1G34070	0	0	0	0	0	0
AT1G34095	0	1	0	0	0	0
AT1G34110	23	15	17	4	2	8
AT1G34120	116	191	167	341	344	248
AT1G34130	730	1471	1559	2090	1999	1620
AT1G34140	0	0	0	0	0	0
AT1G34150	76	177	133	217	193	174
AT1G34160	30	122	155	68	52	43
AT1G34170	0	0	0	0	0	0
AT1G34180	24	53	27	209	211	123
AT1G34190	794	1309	1295	2823	2434	1983
AT1G34200	191	294	297	353	338	277
AT1G34210	247	387	451	109	91	83
AT1G34220	563	856	765	2300	2064	1785
AT1G34245	0	0	0	0	0	0
AT1G34260	512	807	892	3047	2406	2623
AT1G34270	88	161	98	126	103	73
AT1G34290	0	0	0	0	0	0
AT1G34300	381	574	573	1751	1437	1337
AT1G34310	0	0	0	0	0	0
AT1G34315	31	76	56	30	34	35
AT1G34317	0	0	0	0	0	0
AT1G34320	602	949	938	1335	1000	1129
AT1G34340	319	478	439	375	274	320
AT1G34350	72	160	181	230	170	160
AT1G34355	0	13	6	7	2	2
AT1G34360	113	266	283	345	383	302
AT1G34370	542	861	808	3737	3227	3129
AT1G34380	175	512	398	315	324	245
AT1G34390	0	0	0	0	0	0
AT1G34392	0	0	0	0	0	0
AT1G34400	0	0	0	0	0	0
AT1G34403	0	0	0	0	0	0
AT1G34410	0	0	0	0	0	0
AT1G34418	112	252	204	287	235	228
AT1G34420	97	269	215	449	427	394
AT1G34430	739	1460	1711	203	213	192
AT1G34440	0	0	0	0	0	0
AT1G34460	24	33	37	17	36	34
AT1G34470	119	218	234	294	234	194
AT1G34480	1	2	2	3	2	1
AT1G34490	0	0	0	0	0	0
AT1G34500	0	0	0	0	0	0
AT1G34510	0	0	0	0	0	0
AT1G34520	0	0	0	0	0	0
AT1G34540	0	0	0	0	0	0
AT1G34550	465	849	937	1078	859	780
AT1G34560	0	0	0	0	0	0
AT1G34570	296	582	494	190	206	155
AT1G34575	0	0	0	0	0	0
AT1G34580	0	13	13	2	5	0
AT1G34630	72	163	68	153	145	130
AT1G34640	69	102	133	7	19	10
AT1G34650	0	0	0	0	0	0
AT1G34670	0	0	0	0	2	0
AT1G34750	520	1053	1180	4688	4140	3267
AT1G34760	275	276	236	361	357	279
AT1G34770	9	49	28	73	30	43
AT1G34780	244	397	308	205	223	179
AT1G34790	0	0	0	0	0	0
AT1G34792	0	0	0	0	0	0
AT1G34795	0	0	0	0	0	0
AT1G34800	0	0	0	0	0	0
AT1G34805	0	0	0	0	0	0
AT1G34807	0	0	0	0	0	0
AT1G34810	0	0	0	0	0	0
AT1G34812	0	0	0	0	0	0
AT1G34815	0	0	0	0	0	0
AT1G34817	0	0	0	0	0	0
AT1G34820	0	0	0	0	0	0
AT1G34822	0	0	0	0	0	0
AT1G34825	0	0	0	0	0	0
AT1G34827	0	0	0	0	0	0
AT1G34830	0	0	0	0	0	0
AT1G34840	0	0	0	0	0	0
AT1G34844	70	135	124	60	77	65
AT1G34850	0	0	0	0	0	0
AT1G34855	0	0	0	0	0	0
AT1G34860	0	0	0	0	0	0
AT1G34910	0	0	0	0	0	0
AT1G34930	0	0	0	0	0	0
AT1G35030	0	0	0	0	0	0
AT1G35035	0	0	0	0	0	0
AT1G35040	0	0	0	0	0	0
AT1G35140	38	3	17	619	250	378
AT1G35150	0	0	0	0	0	0
AT1G35160	1014	1748	1721	4302	3522	2806
AT1G35170	0	0	0	0	0	1
AT1G35180	24	43	86	8	9	2
AT1G35181	0	0	0	0	0	0
AT1G35183	0	0	0	0	0	0
AT1G35190	113	186	237	264	217	172
AT1G35210	23	31	30	791	599	463
AT1G35215	4	5	1	4	1	3
AT1G35220	239	578	542	600	495	405
AT1G35230	221	258	348	11239	13910	9391
AT1G35240	0	0	0	0	0	0
AT1G35242	0	0	0	0	0	0
AT1G35250	0	0	0	0	0	0
AT1G35255	0	0	0	0	0	0
AT1G35260	1	8	13	17	19	4
AT1G35290	0	0	0	0	0	0
AT1G35310	8	12	21	5	7	5
AT1G35320	3	15	29	39	29	29
AT1G35330	0	0	0	0	0	0
AT1G35340	490	1006	801	314	292	212
AT1G35350	350	449	388	1844	1304	1291
AT1G35353	0	0	0	0	0	0
AT1G35365	0	0	0	0	0	0
AT1G35375	0	0	0	0	0	0
AT1G35400	0	0	0	0	0	0
AT1G35410	0	0	0	0	0	0
AT1G35420	795	1241	1196	181	269	197
AT1G35430	64	82	118	133	129	102
AT1G35435	0	0	0	0	0	0
AT1G35440	0	0	0	0	0	0
AT1G35460	125	269	213	94	94	59
AT1G35467	0	0	0	0	0	0
AT1G35470	221	356	369	700	508	376
AT1G35490	0	0	0	0	0	0
AT1G35500	0	0	0	0	0	0
AT1G35501	0	0	0	0	0	0
AT1G35510	187	369	393	433	327	227
AT1G35515	0	5	1	1	3	5
AT1G35516	161	349	301	206	171	157
AT1G35520	0	0	0	0	0	0
AT1G35530	9	15	14	16	8	17
AT1G35537	0	0	0	0	0	0
AT1G35540	0	0	0	0	0	0
AT1G35545	0	0	0	0	0	0
AT1G35550	0	0	0	0	0	0
AT1G35560	73	125	129	9	12	21
AT1G35580	1024	1652	1562	4729	4584	3591
AT1G35610	0	0	0	0	0	0
AT1G35614	0	0	0	0	0	0
AT1G35617	0	0	0	0	1	0
AT1G35620	597	867	785	1020	977	733
AT1G35625	0	0	0	0	0	0
AT1G35630	0	0	0	0	0	0
AT1G35660	134	220	248	276	273	203
AT1G35670	86	201	179	1127	962	885
AT1G35680	2463	5111	4656	662	863	626
AT1G35710	5257	14406	10945	6030	6396	4969
AT1G35720	2151	5025	7030	3207	3222	2549
AT1G35730	7	12	14	0	3	1
AT1G35750	0	0	0	0	0	0
AT1G35780	95	156	103	109	68	76
AT1G35820	0	0	0	0	0	0
AT1G35830	3	15	10	22	8	21
AT1G35850	0	0	0	0	0	0
AT1G35860	0	0	0	0	0	0
AT1G35880	0	0	0	1	0	0
AT1G35890	0	0	0	0	0	0
AT1G35895	0	0	0	0	0	0
AT1G35910	0	3	2	7	2	1
AT1G36000	0	0	0	0	0	0
AT1G36005	0	0	0	0	0	0
AT1G36020	0	0	0	0	0	0
AT1G36030	0	0	0	0	0	0
AT1G36050	302	490	462	1170	773	690
AT1G36060	5	1	3	3	5	2
AT1G36070	165	307	239	375	328	247
AT1G36078	0	0	0	0	0	0
AT1G36085	0	0	0	0	0	0
AT1G36095	0	0	0	0	0	0
AT1G36100	0	0	0	0	0	0
AT1G36150	0	0	0	0	0	0
AT1G36160	2083	3416	4616	1443	1293	1315
AT1G36180	167	291	259	89	80	83
AT1G36230	0	0	0	0	0	0
AT1G36240	0	0	0	0	0	0
AT1G36272	0	0	0	0	0	0
AT1G36280	149	325	303	291	242	209
AT1G36310	313	634	652	602	463	334
AT1G36320	1145	2274	2061	777	907	685
AT1G36325	0	0	0	0	0	0
AT1G36340	0	0	0	0	0	0
AT1G36350	0	0	0	0	0	0
AT1G36370	386	639	519	1109	966	717
AT1G36380	117	197	173	102	120	92
AT1G36390	326	698	612	126	135	114
AT1G36510	0	0	0	0	0	0
AT1G36580	0	0	0	18	9	4
